order_id,state,status,delivery_days,delivery_status
ORD002427,West Bengal,delivered,8.0,On Time
ORD002428,Karnataka,delivered,6.0,On Time
ORD002429,Karnataka,delivered,7.0,Late
ORD002435,Pune,delivered,10.0,Late
ORD002437,Telangana,delivered,9.0,Late
ORD002438,Odisha,delivered,1.0,On Time
ORD002439,Rajasthan,delivered,7.0,On Time
ORD002440,Rajasthan,delivered,13.0,Late
ORD002441,Karnataka,delivered,13.0,Late
ORD002442,Delhi,delivered,8.0,Late
ORD002443,Haryana,delivered,7.0,Late
ORD002445,Rajasthan,delivered,11.0,Late
ORD002448,Telangana,delivered,8.0,On Time
ORD002449,Odisha,delivered,8.0,Late
ORD002450,Maharashtra,delivered,9.0,Late
ORD002454,Madhya Pradesh,delivered,13.0,Late
ORD002455,Telangana,delivered,10.0,Late
ORD002458,Haryana,delivered,9.0,Late
ORD002459,West Bengal,delivered,7.0,Late
ORD002461,Kerala,delivered,9.0,On Time
ORD002462,Maharashtra,delivered,8.0,On Time
ORD002463,Pune,delivered,5.0,Late
ORD002465,Odisha,delivered,11.0,Late
ORD002466,Gujarat,delivered,13.0,Late
ORD002469,Uttar Pradesh,delivered,7.0,On Time
ORD002471,West Bengal,delivered,6.0,Late
ORD002477,Karnataka,delivered,5.0,Late
ORD002478,Rajasthan,delivered,8.0,Late
ORD002480,Pune,delivered,10.0,On Time
ORD002481,Pune,delivered,2.0,On Time
ORD002485,West Bengal,delivered,8.0,Late
ORD002487,Uttar Pradesh,delivered,2.0,On Time
ORD002488,Haryana,delivered,6.0,On Time
ORD002492,Kerala,delivered,12.0,Late
ORD002495,West Bengal,delivered,4.0,On Time
ORD002496,Odisha,delivered,9.0,On Time
ORD002497,Maharashtra,delivered,6.0,Late
ORD002498,Pune,delivered,7.0,On Time
ORD002499,Karnataka,delivered,11.0,Late
ORD002500,Karnataka,delivered,5.0,On Time
ORD002502,Rajasthan,delivered,6.0,Late
ORD002506,Rajasthan,delivered,15.0,Late
ORD002507,Odisha,delivered,6.0,On Time
ORD002511,Odisha,delivered,11.0,Late
ORD002512,Delhi,delivered,11.0,Late
ORD002515,Odisha,delivered,14.0,Late
ORD002516,Gujarat,delivered,11.0,Late
ORD002523,Rajasthan,delivered,11.0,Late
ORD002524,West Bengal,delivered,6.0,On Time
ORD002526,Gujarat,delivered,10.0,On Time
ORD002528,Delhi,delivered,11.0,Late
ORD002529,Tamil Nadu,delivered,9.0,On Time
ORD002530,West Bengal,delivered,11.0,Late
ORD002539,Pune,delivered,12.0,Late
ORD002542,Pune,delivered,12.0,Late
ORD002547,Maharashtra,delivered,8.0,Late
ORD002551,Gujarat,delivered,4.0,On Time
ORD002552,Delhi,delivered,3.0,On Time
ORD002553,Kerala,delivered,11.0,Late
ORD002555,Haryana,delivered,6.0,Late
ORD002556,Delhi,delivered,8.0,Late
ORD002557,Tamil Nadu,delivered,1.0,On Time
ORD002562,Karnataka,delivered,14.0,Late
ORD002563,Bihar,delivered,6.0,On Time
ORD002565,Tamil Nadu,delivered,8.0,Late
ORD002569,Pune,delivered,6.0,On Time
ORD002572,Madhya Pradesh,delivered,8.0,Late
ORD002573,Pune,delivered,7.0,On Time
ORD002574,Kerala,delivered,9.0,Late
ORD002576,Madhya Pradesh,delivered,11.0,Late
ORD002581,Haryana,delivered,15.0,Late
ORD002582,West Bengal,delivered,1.0,On Time
ORD002584,Bihar,delivered,7.0,On Time
ORD002586,Pune,delivered,6.0,On Time
ORD002587,Karnataka,delivered,5.0,Late
ORD002588,Uttar Pradesh,delivered,6.0,On Time
ORD002589,Bihar,delivered,10.0,Late
ORD002590,Bihar,delivered,4.0,On Time
ORD002592,Karnataka,delivered,10.0,Late
ORD002597,Gujarat,delivered,8.0,On Time
ORD002599,Karnataka,delivered,13.0,Late
ORD002602,Telangana,delivered,11.0,Late
ORD002605,Tamil Nadu,delivered,9.0,Late
ORD002607,Rajasthan,delivered,8.0,Late
ORD002609,Bihar,delivered,8.0,Late
ORD002614,Uttar Pradesh,delivered,11.0,Late
ORD002616,Gujarat,delivered,12.0,Late
ORD002617,Telangana,delivered,14.0,Late
ORD002618,Maharashtra,delivered,5.0,On Time
ORD002621,Haryana,delivered,5.0,On Time
ORD002622,Bihar,delivered,10.0,Late
ORD002624,West Bengal,delivered,12.0,Late
ORD002626,Tamil Nadu,delivered,13.0,Late
ORD002629,Maharashtra,delivered,1.0,On Time
ORD002630,Uttar Pradesh,delivered,7.0,On Time
ORD002632,Delhi,delivered,3.0,On Time
ORD002635,Telangana,delivered,8.0,Late
ORD002638,Uttar Pradesh,delivered,6.0,Late
ORD002639,Gujarat,delivered,12.0,Late
ORD002640,Telangana,delivered,9.0,On Time
ORD002641,Bihar,delivered,6.0,On Time
ORD002645,Karnataka,delivered,7.0,Late
ORD002647,Pune,delivered,5.0,On Time
ORD002648,Gujarat,delivered,7.0,On Time
ORD002649,West Bengal,delivered,8.0,On Time
ORD002651,Haryana,delivered,12.0,Late
ORD002654,Pune,delivered,9.0,Late
ORD002657,Maharashtra,delivered,7.0,On Time
ORD002658,Kerala,delivered,8.0,Late
ORD002659,Haryana,delivered,5.0,On Time
ORD002664,Telangana,delivered,10.0,Late
ORD002665,Rajasthan,delivered,5.0,On Time
ORD002670,Karnataka,delivered,2.0,On Time
ORD002672,Telangana,delivered,5.0,Late
ORD002674,Kerala,delivered,5.0,Late
ORD002675,Madhya Pradesh,delivered,4.0,On Time
ORD002676,Odisha,delivered,10.0,Late
ORD002678,Delhi,delivered,9.0,On Time
ORD002681,Uttar Pradesh,delivered,9.0,Late
ORD002683,West Bengal,delivered,3.0,On Time
ORD002684,Madhya Pradesh,delivered,10.0,Late
ORD002685,Tamil Nadu,delivered,5.0,Late
ORD002686,Bihar,delivered,6.0,Late
ORD002687,Haryana,delivered,2.0,On Time
ORD002688,West Bengal,delivered,9.0,Late
ORD002690,Uttar Pradesh,delivered,3.0,On Time
ORD002692,Uttar Pradesh,delivered,7.0,Late
ORD002694,Karnataka,delivered,7.0,On Time
ORD002695,Bihar,delivered,3.0,On Time
ORD002696,West Bengal,delivered,10.0,Late
ORD002699,Madhya Pradesh,delivered,12.0,Late
ORD002700,Maharashtra,delivered,4.0,On Time
ORD002701,Odisha,delivered,2.0,On Time
ORD002702,Gujarat,delivered,8.0,Late
ORD002705,Delhi,delivered,10.0,Late
ORD002706,Telangana,delivered,10.0,Late
ORD002707,Telangana,delivered,8.0,On Time
ORD002708,Maharashtra,delivered,12.0,Late
ORD002710,Kerala,delivered,12.0,Late
ORD002711,West Bengal,delivered,8.0,On Time
ORD002712,Delhi,delivered,5.0,Late
ORD002714,West Bengal,delivered,11.0,Late
ORD002717,Delhi,delivered,11.0,Late
ORD002724,Kerala,delivered,8.0,On Time
ORD002727,Bihar,delivered,7.0,On Time
ORD002728,Odisha,delivered,5.0,On Time
ORD002730,Gujarat,delivered,11.0,Late
ORD002733,Bihar,delivered,9.0,Late
ORD002734,Tamil Nadu,delivered,9.0,Late
ORD002735,Pune,delivered,8.0,On Time
ORD002736,Odisha,delivered,10.0,Late
ORD002737,Delhi,delivered,7.0,Late
ORD002739,Rajasthan,delivered,7.0,Late
ORD002740,Bihar,delivered,9.0,Late
ORD002742,Telangana,delivered,8.0,On Time
ORD002746,Kerala,delivered,10.0,Late
ORD002748,Rajasthan,delivered,9.0,Late
ORD002749,Rajasthan,delivered,8.0,Late
ORD002750,Tamil Nadu,delivered,6.0,Late
ORD002752,Maharashtra,delivered,12.0,Late
ORD002754,Bihar,delivered,12.0,Late
ORD002755,Haryana,delivered,8.0,Late
ORD002756,Madhya Pradesh,delivered,9.0,Late
ORD002757,Gujarat,delivered,8.0,Late
ORD002762,Gujarat,delivered,11.0,Late
ORD002763,Madhya Pradesh,delivered,7.0,Late
ORD002764,Maharashtra,delivered,11.0,Late
ORD002766,Delhi,delivered,8.0,Late
ORD002768,Karnataka,delivered,3.0,On Time
ORD002769,Haryana,delivered,13.0,Late
ORD002770,Bihar,delivered,8.0,Late
ORD002772,Karnataka,delivered,11.0,Late
ORD002773,Uttar Pradesh,delivered,6.0,Late
ORD002776,Pune,delivered,4.0,Late
ORD002777,Pune,delivered,8.0,Late
ORD002778,Madhya Pradesh,delivered,11.0,Late
ORD002779,Karnataka,delivered,4.0,Late
ORD002780,Madhya Pradesh,delivered,8.0,On Time
ORD002782,Haryana,delivered,7.0,Late
ORD002786,Madhya Pradesh,delivered,7.0,On Time
ORD002788,Rajasthan,delivered,7.0,On Time
ORD002790,Gujarat,delivered,12.0,Late
ORD002791,Maharashtra,delivered,5.0,Late
ORD002796,Odisha,delivered,9.0,Late
ORD002798,Tamil Nadu,delivered,6.0,Late
ORD002800,West Bengal,delivered,4.0,On Time
ORD002803,Delhi,delivered,9.0,Late
ORD002804,Telangana,delivered,9.0,On Time
ORD002805,Karnataka,delivered,8.0,On Time
ORD002807,Kerala,delivered,3.0,On Time
ORD002808,Haryana,delivered,11.0,Late
ORD002809,Uttar Pradesh,delivered,3.0,On Time
ORD002810,Uttar Pradesh,delivered,10.0,Late
ORD002812,Tamil Nadu,delivered,9.0,Late
ORD002814,Maharashtra,delivered,3.0,On Time
ORD002816,Delhi,delivered,2.0,On Time
ORD002817,Delhi,delivered,5.0,Late
ORD002818,Pune,delivered,9.0,On Time
ORD002820,Maharashtra,delivered,9.0,Late
ORD002823,Madhya Pradesh,delivered,8.0,Late
ORD002825,Odisha,delivered,15.0,Late
ORD002826,Kerala,delivered,9.0,Late
ORD002827,Bihar,delivered,10.0,Late
ORD002828,Madhya Pradesh,delivered,10.0,Late
ORD002831,Maharashtra,delivered,7.0,Late
ORD002832,Kerala,delivered,11.0,Late
ORD002833,Madhya Pradesh,delivered,9.0,On Time
ORD002834,Gujarat,delivered,12.0,Late
ORD002835,Madhya Pradesh,delivered,9.0,Late
ORD002836,Kerala,delivered,1.0,On Time
ORD002839,Pune,delivered,13.0,Late
ORD002841,Madhya Pradesh,delivered,12.0,Late
ORD002843,Odisha,delivered,3.0,On Time
ORD002844,Maharashtra,delivered,7.0,Late
ORD002845,Maharashtra,delivered,7.0,Late
ORD002846,Odisha,delivered,14.0,Late
ORD002850,West Bengal,delivered,5.0,On Time
ORD002851,Telangana,delivered,9.0,Late
ORD002852,West Bengal,delivered,7.0,Late
ORD002854,Karnataka,delivered,6.0,Late
ORD002855,Bihar,delivered,13.0,Late
ORD002857,Gujarat,delivered,10.0,Late
ORD002858,Bihar,delivered,2.0,On Time
ORD002860,Uttar Pradesh,delivered,7.0,Late
ORD002862,Gujarat,delivered,5.0,On Time
ORD002863,Uttar Pradesh,delivered,10.0,Late
ORD002864,Bihar,delivered,4.0,On Time
ORD002865,Rajasthan,delivered,5.0,Late
ORD002867,Pune,delivered,8.0,Late
ORD002870,Maharashtra,delivered,9.0,Late
ORD002871,Pune,delivered,8.0,Late
ORD002872,Rajasthan,delivered,7.0,On Time
ORD002873,Bihar,delivered,10.0,Late
ORD002874,Karnataka,delivered,10.0,Late
ORD002875,Maharashtra,delivered,2.0,On Time
ORD002877,West Bengal,delivered,13.0,Late
ORD002878,Uttar Pradesh,delivered,13.0,Late
ORD002880,Tamil Nadu,delivered,10.0,Late
ORD002882,Kerala,delivered,7.0,Late
ORD002889,Gujarat,delivered,2.0,On Time
ORD002891,Madhya Pradesh,delivered,8.0,Late
ORD002896,Madhya Pradesh,delivered,7.0,On Time
ORD002898,Madhya Pradesh,delivered,7.0,On Time
ORD002899,Telangana,delivered,10.0,Late
ORD002900,Madhya Pradesh,delivered,7.0,Late
ORD002902,Maharashtra,delivered,5.0,On Time
ORD002903,Karnataka,delivered,4.0,Late
ORD002904,Gujarat,delivered,14.0,Late
ORD002905,Madhya Pradesh,delivered,8.0,Late
ORD002906,Madhya Pradesh,delivered,13.0,Late
ORD002907,Rajasthan,delivered,12.0,Late
ORD002908,Maharashtra,delivered,12.0,Late
ORD002909,Karnataka,delivered,12.0,Late
ORD002910,Odisha,delivered,13.0,Late
ORD002911,West Bengal,delivered,2.0,On Time
ORD002921,Madhya Pradesh,delivered,10.0,Late
ORD002923,Gujarat,delivered,7.0,Late
ORD002924,Telangana,delivered,10.0,Late
ORD002928,Delhi,delivered,7.0,On Time
ORD002930,Maharashtra,delivered,2.0,On Time
ORD002932,Madhya Pradesh,delivered,5.0,Late
ORD002933,Tamil Nadu,delivered,4.0,On Time
ORD002935,Bihar,delivered,2.0,On Time
ORD002936,Kerala,delivered,12.0,Late
ORD002937,Delhi,delivered,8.0,Late
ORD002939,Karnataka,delivered,9.0,Late
ORD002941,Pune,delivered,11.0,Late
ORD002943,West Bengal,delivered,5.0,On Time
ORD002946,Madhya Pradesh,delivered,4.0,On Time
ORD002948,West Bengal,delivered,8.0,Late
ORD002949,Rajasthan,delivered,9.0,Late
ORD002951,Tamil Nadu,delivered,7.0,On Time
ORD002953,Haryana,delivered,9.0,Late
ORD002954,Pune,delivered,5.0,On Time
ORD002955,Kerala,delivered,11.0,Late
ORD002957,Rajasthan,delivered,12.0,Late
ORD002960,Telangana,delivered,6.0,On Time
ORD002966,West Bengal,delivered,15.0,Late
ORD002967,Maharashtra,delivered,5.0,On Time
ORD002968,Madhya Pradesh,delivered,15.0,Late
ORD002969,Delhi,delivered,11.0,Late
ORD002970,Madhya Pradesh,delivered,12.0,Late
ORD002971,Karnataka,delivered,11.0,Late
ORD002972,Haryana,delivered,6.0,On Time
ORD002973,Karnataka,delivered,2.0,On Time
ORD002977,Kerala,delivered,7.0,On Time
ORD002978,Pune,delivered,8.0,Late
ORD002980,Pune,delivered,3.0,On Time
ORD002981,Gujarat,delivered,8.0,On Time
ORD002982,Delhi,delivered,9.0,Late
ORD002983,Gujarat,delivered,11.0,Late
ORD002984,Rajasthan,delivered,12.0,Late
ORD002986,Rajasthan,delivered,11.0,Late
ORD002987,Kerala,delivered,5.0,On Time
ORD002990,Maharashtra,delivered,11.0,Late
ORD002991,Delhi,delivered,8.0,On Time
ORD002992,Tamil Nadu,delivered,10.0,Late
ORD002996,Uttar Pradesh,delivered,10.0,Late
ORD002998,Odisha,delivered,8.0,Late
ORD003002,Madhya Pradesh,delivered,11.0,Late
ORD003004,Kerala,delivered,6.0,Late
ORD003005,Maharashtra,delivered,9.0,On Time
ORD003006,Gujarat,delivered,4.0,Late
ORD003007,Odisha,delivered,6.0,On Time
ORD003008,Uttar Pradesh,delivered,10.0,Late
ORD003010,Uttar Pradesh,delivered,10.0,Late
ORD003011,Madhya Pradesh,delivered,6.0,Late
ORD003015,Odisha,delivered,6.0,On Time
ORD003016,Tamil Nadu,delivered,4.0,On Time
ORD003017,Rajasthan,delivered,10.0,On Time
ORD003018,Uttar Pradesh,delivered,9.0,Late
ORD003026,Odisha,delivered,7.0,On Time
ORD003028,Tamil Nadu,delivered,10.0,Late
ORD003029,Haryana,delivered,8.0,Late
ORD003030,Pune,delivered,6.0,On Time
ORD003031,Gujarat,delivered,8.0,Late
ORD003036,Bihar,delivered,10.0,Late
ORD003039,Gujarat,delivered,8.0,Late
ORD003042,Maharashtra,delivered,12.0,Late
ORD003043,Pune,delivered,8.0,Late
ORD003053,Rajasthan,delivered,9.0,Late
ORD003055,Delhi,delivered,13.0,Late
ORD003056,Kerala,delivered,7.0,Late
ORD003060,Tamil Nadu,delivered,11.0,Late
ORD003062,Uttar Pradesh,delivered,11.0,Late
ORD003063,Madhya Pradesh,delivered,8.0,On Time
ORD003065,Kerala,delivered,7.0,Late
ORD003068,Bihar,delivered,5.0,Late
ORD003071,Odisha,delivered,9.0,Late
ORD003074,West Bengal,delivered,6.0,On Time
ORD003075,Telangana,delivered,6.0,Late
ORD003076,Tamil Nadu,delivered,9.0,Late
ORD003077,Kerala,delivered,4.0,On Time
ORD003078,Kerala,delivered,11.0,Late
ORD003081,Haryana,delivered,8.0,Late
ORD003083,Uttar Pradesh,delivered,10.0,On Time
ORD003084,Odisha,delivered,15.0,Late
ORD003085,Madhya Pradesh,delivered,5.0,On Time
ORD003088,Pune,delivered,6.0,On Time
ORD003094,Uttar Pradesh,delivered,6.0,On Time
ORD003095,Pune,delivered,11.0,Late
ORD003096,Telangana,delivered,8.0,Late
ORD003099,Rajasthan,delivered,13.0,Late
ORD003100,Kerala,delivered,13.0,Late
ORD003102,Odisha,delivered,9.0,On Time
ORD003104,Pune,delivered,14.0,Late
ORD003105,Telangana,delivered,6.0,Late
ORD003106,Tamil Nadu,delivered,9.0,Late
ORD003108,Rajasthan,delivered,7.0,On Time
ORD003111,Maharashtra,delivered,9.0,Late
ORD003112,Maharashtra,delivered,4.0,Late
ORD003113,Tamil Nadu,delivered,10.0,Late
ORD003121,Delhi,delivered,5.0,Late
ORD003123,Bihar,delivered,9.0,Late
ORD003127,Maharashtra,delivered,3.0,On Time
ORD003129,Bihar,delivered,8.0,Late
ORD003133,Madhya Pradesh,delivered,7.0,Late
ORD003134,Karnataka,delivered,15.0,Late
ORD003135,Bihar,delivered,9.0,Late
ORD003138,Kerala,delivered,9.0,Late
ORD003141,Uttar Pradesh,delivered,10.0,Late
ORD003145,Bihar,delivered,13.0,Late
ORD003146,Madhya Pradesh,delivered,12.0,Late
ORD003149,Madhya Pradesh,delivered,6.0,On Time
ORD003150,Bihar,delivered,13.0,Late
ORD003151,Kerala,delivered,6.0,On Time
ORD003154,Tamil Nadu,delivered,6.0,On Time
ORD003156,Rajasthan,delivered,4.0,On Time
ORD003157,Telangana,delivered,11.0,Late
ORD003159,West Bengal,delivered,12.0,Late
ORD003160,Delhi,delivered,10.0,Late
ORD003161,West Bengal,delivered,1.0,On Time
ORD003162,Telangana,delivered,4.0,Late
ORD003165,Telangana,delivered,9.0,On Time
ORD003168,Rajasthan,delivered,10.0,Late
ORD003171,Delhi,delivered,3.0,On Time
ORD003172,Maharashtra,delivered,8.0,On Time
ORD003173,Delhi,delivered,6.0,On Time
ORD003174,Karnataka,delivered,4.0,On Time
ORD003177,Delhi,delivered,9.0,On Time
ORD003179,Odisha,delivered,11.0,Late
ORD003182,Haryana,delivered,5.0,Late
ORD003184,Gujarat,delivered,8.0,Late
ORD003185,Kerala,delivered,11.0,Late
ORD003187,Uttar Pradesh,delivered,11.0,Late
ORD003188,Tamil Nadu,delivered,6.0,On Time
ORD003189,Telangana,delivered,9.0,On Time
ORD003193,Telangana,delivered,7.0,Late
ORD003195,Telangana,delivered,15.0,Late
ORD003196,Telangana,delivered,13.0,Late
ORD003197,Kerala,delivered,7.0,On Time
ORD003201,Telangana,delivered,7.0,Late
ORD003204,Uttar Pradesh,delivered,3.0,On Time
ORD003206,Telangana,delivered,10.0,Late
ORD003210,Rajasthan,delivered,6.0,Late
ORD003211,West Bengal,delivered,3.0,On Time
ORD003212,Tamil Nadu,delivered,11.0,Late
ORD003213,Maharashtra,delivered,8.0,Late
ORD003215,Uttar Pradesh,delivered,13.0,Late
ORD003217,Kerala,delivered,9.0,On Time
ORD003219,Delhi,delivered,6.0,Late
ORD003223,Gujarat,delivered,14.0,Late
ORD003228,Pune,delivered,9.0,Late
ORD003229,Maharashtra,delivered,11.0,Late
ORD003230,Tamil Nadu,delivered,8.0,Late
ORD003231,Bihar,delivered,10.0,Late
ORD003232,Pune,delivered,11.0,Late
ORD003234,Odisha,delivered,10.0,Late
ORD003235,Telangana,delivered,1.0,On Time
ORD003239,West Bengal,delivered,10.0,On Time
ORD003241,Maharashtra,delivered,6.0,Late
ORD003244,Kerala,delivered,7.0,On Time
ORD003248,Madhya Pradesh,delivered,13.0,Late
ORD003250,Delhi,delivered,10.0,Late
ORD003251,Gujarat,delivered,6.0,Late
ORD003252,Maharashtra,delivered,3.0,On Time
ORD003253,Madhya Pradesh,delivered,7.0,Late
ORD003256,Rajasthan,delivered,6.0,On Time
ORD003258,Karnataka,delivered,11.0,Late
ORD003261,Madhya Pradesh,delivered,10.0,Late
ORD003264,Odisha,delivered,7.0,On Time
ORD003265,Uttar Pradesh,delivered,10.0,Late
ORD003268,Telangana,delivered,8.0,On Time
ORD003273,Odisha,delivered,13.0,Late
ORD003274,Gujarat,delivered,12.0,Late
ORD003275,Karnataka,delivered,6.0,Late
ORD003279,Tamil Nadu,delivered,8.0,Late
ORD003281,Delhi,delivered,13.0,Late
ORD003284,Maharashtra,delivered,9.0,On Time
ORD003285,Telangana,delivered,8.0,On Time
ORD003286,Kerala,delivered,3.0,On Time
ORD003287,Uttar Pradesh,delivered,8.0,Late
ORD003288,Bihar,delivered,5.0,Late
ORD003289,Bihar,delivered,13.0,Late
ORD003290,Haryana,delivered,9.0,Late
ORD003291,Maharashtra,delivered,3.0,On Time
ORD003292,Uttar Pradesh,delivered,3.0,On Time
ORD003293,Uttar Pradesh,delivered,10.0,Late
ORD003294,Kerala,delivered,14.0,Late
ORD003296,Bihar,delivered,2.0,On Time
ORD003297,Uttar Pradesh,delivered,2.0,On Time
ORD003301,Bihar,delivered,5.0,Late
ORD003302,Telangana,delivered,5.0,Late
ORD003304,Kerala,delivered,8.0,On Time
ORD003305,Maharashtra,delivered,8.0,Late
ORD003307,Gujarat,delivered,5.0,On Time
ORD003308,Kerala,delivered,12.0,Late
ORD003310,Karnataka,delivered,3.0,On Time
ORD003312,Madhya Pradesh,delivered,8.0,On Time
ORD003313,Bihar,delivered,2.0,On Time
ORD003314,Uttar Pradesh,delivered,5.0,On Time
ORD003317,Madhya Pradesh,delivered,9.0,On Time
ORD003318,Gujarat,delivered,8.0,On Time
ORD003319,Tamil Nadu,delivered,15.0,Late
ORD003321,West Bengal,delivered,5.0,Late
ORD003322,Pune,delivered,11.0,Late
ORD003323,Haryana,delivered,11.0,Late
ORD003324,Telangana,delivered,2.0,On Time
ORD003326,Rajasthan,delivered,3.0,On Time
ORD003328,Delhi,delivered,6.0,Late
ORD003329,Gujarat,delivered,6.0,On Time
ORD003332,Tamil Nadu,delivered,11.0,Late
ORD003337,Kerala,delivered,4.0,On Time
ORD003339,Pune,delivered,11.0,Late
ORD003341,Karnataka,delivered,6.0,Late
ORD003342,Tamil Nadu,delivered,6.0,On Time
ORD003346,Telangana,delivered,7.0,On Time
ORD003347,Karnataka,delivered,4.0,On Time
ORD003348,Uttar Pradesh,delivered,11.0,Late
ORD003349,Kerala,delivered,8.0,Late
ORD003351,Gujarat,delivered,14.0,Late
ORD003353,Telangana,delivered,6.0,Late
ORD003356,Telangana,delivered,7.0,Late
ORD003360,Tamil Nadu,delivered,11.0,Late
ORD003361,Delhi,delivered,9.0,Late
ORD003363,West Bengal,delivered,11.0,Late
ORD003364,Uttar Pradesh,delivered,7.0,Late
ORD003365,Gujarat,delivered,7.0,Late
ORD003369,Telangana,delivered,6.0,Late
ORD003370,Rajasthan,delivered,1.0,On Time
ORD003371,Rajasthan,delivered,7.0,Late
ORD003376,Gujarat,delivered,6.0,On Time
ORD003380,Telangana,delivered,9.0,Late
ORD003381,Kerala,delivered,5.0,On Time
ORD003382,Bihar,delivered,5.0,On Time
ORD003383,Tamil Nadu,delivered,5.0,On Time
ORD003384,Uttar Pradesh,delivered,5.0,On Time
ORD003385,Bihar,delivered,15.0,Late
ORD003387,Kerala,delivered,3.0,On Time
ORD003388,Tamil Nadu,delivered,15.0,Late
ORD003391,Kerala,delivered,8.0,Late
ORD003393,Uttar Pradesh,delivered,5.0,On Time
ORD003394,Rajasthan,delivered,5.0,On Time
ORD003398,Gujarat,delivered,9.0,On Time
ORD003399,Gujarat,delivered,3.0,On Time
ORD003400,Bihar,delivered,11.0,Late
ORD003403,Maharashtra,delivered,12.0,Late
ORD003404,Kerala,delivered,8.0,Late
ORD003405,Gujarat,delivered,9.0,Late
ORD003406,Odisha,delivered,11.0,Late
ORD003408,Pune,delivered,10.0,Late
ORD003410,Karnataka,delivered,5.0,Late
ORD003412,Tamil Nadu,delivered,10.0,Late
ORD003414,Tamil Nadu,delivered,11.0,Late
ORD003415,Maharashtra,delivered,8.0,Late
ORD003417,West Bengal,delivered,7.0,Late
ORD003420,Tamil Nadu,delivered,6.0,Late
ORD003421,Karnataka,delivered,8.0,On Time
ORD003429,Pune,delivered,14.0,Late
ORD003431,Rajasthan,delivered,9.0,Late
ORD003432,Pune,delivered,6.0,Late
ORD003437,Maharashtra,delivered,10.0,Late
ORD003438,Haryana,delivered,7.0,Late
ORD003439,Rajasthan,delivered,8.0,Late
ORD003440,Kerala,delivered,9.0,Late
ORD003449,Uttar Pradesh,delivered,4.0,On Time
ORD003450,Pune,delivered,10.0,Late
ORD003452,West Bengal,delivered,6.0,On Time
ORD003453,Tamil Nadu,delivered,3.0,On Time
ORD003454,Kerala,delivered,7.0,Late
ORD003456,Odisha,delivered,13.0,Late
ORD003459,Kerala,delivered,9.0,Late
ORD003460,Madhya Pradesh,delivered,9.0,Late
ORD003462,Madhya Pradesh,delivered,9.0,Late
ORD003463,Telangana,delivered,8.0,On Time
ORD003464,Madhya Pradesh,delivered,2.0,On Time
ORD003465,Maharashtra,delivered,9.0,Late
ORD003466,Maharashtra,delivered,14.0,Late
ORD003470,Telangana,delivered,5.0,On Time
ORD003471,Delhi,delivered,7.0,On Time
ORD003473,Bihar,delivered,5.0,Late
ORD003476,Madhya Pradesh,delivered,2.0,On Time
ORD003478,West Bengal,delivered,3.0,On Time
ORD003481,Haryana,delivered,14.0,Late
ORD003484,Telangana,delivered,7.0,Late
ORD003486,Pune,delivered,12.0,Late
ORD003487,Gujarat,delivered,15.0,Late
ORD003488,Tamil Nadu,delivered,6.0,On Time
ORD003492,Kerala,delivered,9.0,On Time
ORD003494,Haryana,delivered,6.0,On Time
ORD003496,Kerala,delivered,7.0,Late
ORD003502,Rajasthan,delivered,1.0,On Time
ORD003503,Uttar Pradesh,delivered,11.0,Late
ORD003505,Kerala,delivered,6.0,Late
ORD003506,Madhya Pradesh,delivered,8.0,Late
ORD003508,Maharashtra,delivered,8.0,Late
ORD003509,Tamil Nadu,delivered,4.0,On Time
ORD003510,Delhi,delivered,9.0,Late
ORD003512,Tamil Nadu,delivered,8.0,On Time
ORD003513,Uttar Pradesh,delivered,8.0,On Time
ORD003516,Maharashtra,delivered,8.0,Late
ORD003517,Tamil Nadu,delivered,4.0,Late
ORD003519,Karnataka,delivered,7.0,Late
ORD003520,Bihar,delivered,11.0,Late
ORD003521,West Bengal,delivered,7.0,Late
ORD003527,Delhi,delivered,1.0,On Time
ORD003528,Pune,delivered,6.0,On Time
ORD003535,Tamil Nadu,delivered,4.0,On Time
ORD003536,Madhya Pradesh,delivered,13.0,Late
ORD003537,Odisha,delivered,14.0,Late
ORD003542,Telangana,delivered,14.0,Late
ORD003543,West Bengal,delivered,10.0,Late
ORD003545,Tamil Nadu,delivered,12.0,Late
ORD003546,Uttar Pradesh,delivered,9.0,Late
ORD003555,Uttar Pradesh,delivered,4.0,Late
ORD003556,Delhi,delivered,9.0,On Time
ORD003557,West Bengal,delivered,9.0,Late
ORD003558,Bihar,delivered,2.0,On Time
ORD003560,Karnataka,delivered,11.0,Late
ORD003561,Bihar,delivered,10.0,Late
ORD003566,West Bengal,delivered,10.0,Late
ORD003567,Bihar,delivered,11.0,Late
ORD003569,Rajasthan,delivered,11.0,Late
ORD003573,West Bengal,delivered,4.0,On Time
ORD003575,Maharashtra,delivered,15.0,Late
ORD003578,Gujarat,delivered,4.0,On Time
ORD003581,Madhya Pradesh,delivered,13.0,Late
ORD003582,Bihar,delivered,12.0,Late
ORD003584,Madhya Pradesh,delivered,10.0,Late
ORD003585,Kerala,delivered,8.0,Late
ORD003586,Pune,delivered,6.0,On Time
ORD003587,Odisha,delivered,5.0,On Time
ORD003588,Tamil Nadu,delivered,8.0,Late
ORD003589,Odisha,delivered,5.0,On Time
ORD003590,Bihar,delivered,10.0,Late
ORD003591,Haryana,delivered,8.0,Late
ORD003593,Odisha,delivered,11.0,Late
